dtVALUATION_DATE,sUNDERLYING_NAME,dMUI,dKAPPAI,dGAMMAI,dBETAI,dRHOIX,dALPHA,dSIGMA,dPPROB,dLAMB,dETA1,dETA2,dMUI_CI_LOWER,dMUI_CI_UPPER,dKAPPAI_CI_LOWER,dKAPPAI_CI_UPPER,dGAMMAI_CI_LOWER,dGAMMAI_CI_UPPER,dBETAI_CI_LOWER,dBETAI_CI_UPPER,dRHOIX_CI_LOWER,dRHOIX_CI_UPPER,dALPHA_CI_LOWER,dALPHA_CI_UPPER,dSIGMA_CI_LOWER,dSIGMA_CI_UPPER,dPPROB_CI_LOWER,dPPROB_CI_UPPER,dLAMB_CI_LOWER,dLAMB_CI_UPPER,dETA1_CI_LOWER,dETA1_CI_UPPER,dETA2_CI_LOWER,dETA2_CI_UPPER
2025-04-09 00:00:00,TESTCOIN,0.142,0.6231300711776578,2.0017063663879027,2.194600444242912,0.4308988883218426,0.696282367841771,0.198,0.4470879265593564,12.153,50.455,25.701,-1.142,1.43,0.25898114996218,1.1084914090760072,0.7393380648895319,5.360193097034803,0.7858416263883455,5.124331102904436,-0.3687710763768302,0.8652840326086637,0.4377969765169596,0.9870841350202876,0.181,0.215,0.2211309984291541,0.8195498933329256,5.881,18.782,37.291,63.831,16.865,35.03
