dtVALUATION_DATE,sUNDERLYING_NAME,dMUI,dKAPPAI,dGAMMAI,dBETAI,dRHOIX,dALPHA,dSIGMA,dPPROB,dLAMB,dETA1,dETA2,dMUI_CI_LOWER,dMUI_CI_UPPER,dKAPPAI_CI_LOWER,dKAPPAI_CI_UPPER,dGAMMAI_CI_LOWER,dGAMMAI_CI_UPPER,dBETAI_CI_LOWER,dBETAI_CI_UPPER,dRHOIX_CI_LOWER,dRHOIX_CI_UPPER,dALPHA_CI_LOWER,dALPHA_CI_UPPER,dSIGMA_CI_LOWER,dSIGMA_CI_UPPER,dPPROB_CI_LOWER,dPPROB_CI_UPPER,dLAMB_CI_LOWER,dLAMB_CI_UPPER,dETA1_CI_LOWER,dETA1_CI_UPPER,dETA2_CI_LOWER,dETA2_CI_UPPER
2025-04-16 00:00:00,COIN,0.135,0.6156971967642851,1.9483833939544983,2.161927100281878,0.43415057098594506,0.6983743513515736,0.202,0.41937071034250395,12.652,50.486,25.932,-1.161,1.414,0.25410695955280027,1.1096004549155825,0.7218051874317158,5.21218941136499,0.7803599432780343,5.027887923468749,-0.3487324660048766,0.8782355914938665,0.44087230644975617,0.9910403787728836,0.184,0.219,0.20597509820488344,0.8049299693050015,6.153,19.451,37.188,63.799,17.221,35.153
