dtVALUATION_DATE,sUNDERLYING_NAME,dMUI,dKAPPAI,dGAMMAI,dBETAI,dRHOIX,dALPHA,dSIGMA,dPPROB,dLAMB,dETA1,dETA2,dMUI_CI_LOWER,dMUI_CI_UPPER,dKAPPAI_CI_LOWER,dKAPPAI_CI_UPPER,dGAMMAI_CI_LOWER,dGAMMAI_CI_UPPER,dBETAI_CI_LOWER,dBETAI_CI_UPPER,dRHOIX_CI_LOWER,dRHOIX_CI_UPPER,dALPHA_CI_LOWER,dALPHA_CI_UPPER,dSIGMA_CI_LOWER,dSIGMA_CI_UPPER,dPPROB_CI_LOWER,dPPROB_CI_UPPER,dLAMB_CI_LOWER,dLAMB_CI_UPPER,dETA1_CI_LOWER,dETA1_CI_UPPER,dETA2_CI_LOWER,dETA2_CI_UPPER
2025-04-02 00:00:00,COIN,0.171,0.6636502501363194,2.117000016612675,2.3466763314289145,0.45183212856799526,0.6879769118289795,0.159,0.4742598029280199,11.683,50.385,26.687,-1.102,1.471,0.31695356451960294,1.087628893808826,0.7850561775518295,5.501385667211497,0.8017166802901953,5.959579947582587,-0.3292617408753538,0.8813983294988621,0.4295573582107391,0.9910403787728836,0.144,0.174,0.2357460765558635,0.9121051495450904,5.171,18.39,37.264,63.586,17.193,36.391
